feature	metadata	value	coef	stderr	N	N.not.0	pval	qval	sType
K04765	Trt	AT	-1.1131333272043	0.25438522145159	24	24	0.0003644816429721	0.0218230116785356	FR
K16176	Trt	AT	-1.6871991072701	0.38084862844605	24	24	0.0003667247744854	0.0218230116785356	FR
K01825	Trt	AT	4.2516929010569	0.973334638446041	24	13	0.000370669825087	0.0218485563235419	FR
K15371	Trt	AT	3.49426153372349	0.789827510794849	24	22	0.0003714905044757	0.0218485563235419	FR
K22387	Trt	AT	-2.1030415048518	0.475290581278202	24	23	0.0003709594846828	0.0218485563235419	FR
K11153	Trt	AT	2.18456920289109	0.495461739179124	24	24	0.0003835728213412	0.0224717178084199	FR
K16178	Trt	AT	-3.25612742103439	0.739134259098384	24	23	0.000386739420143	0.0225697541909728	FR
K14806	Trt	AN1	3.49200765710645	0.795525847132591	24	21	0.0004000492961199	0.0232567119648213	FR
K01911	Trt	AT	0.721730356481409	0.166874705503903	24	24	0.0004078744263015	0.0236207737683835	FR
K15920	Trt	AN1	2.59875924150071	0.595870091094697	24	24	0.0004250927787451	0.0245239593539437	FR
K00125	Trt	AT	-0.860584779911098	0.197459267005123	24	24	0.0004278368737076	0.024588419566887	FR
K19029	Trt	AT	3.89425899822095	0.895825223955116	24	21	0.000438232259132	0.0250904568059858	FR
K13007	Trt	AT	1.39047584824066	0.32024969576176	24	24	0.0004432250032689	0.0252805506581523	FR
K14806	Trt	AT	3.43064347265311	0.795525847132591	24	21	0.0004721825485097	0.0268309745140023	FR
K02484	Trt	AT	0.668547844895205	0.156680669692871	24	24	0.0005207545876773	0.0294801707593383	FR
K11840	Trt	FV2	3.46909113448923	0.813872995805226	24	12	0.0005258252054038	0.029656149177905	FR
K02718	Trt	AN1	2.17645924246656	0.513250115694036	24	18	0.0005512450219675	0.0309742323681755	FR
K01907	Trt	AT	1.45862489228136	0.344173797737084	24	24	0.0005542190016281	0.0310260007763311	FR
K06165	Trt	AT	3.67483477474975	0.869910115440566	24	12	0.0005707909591714	0.0318358130917949	FR
K11855	Trt	FV2	3.55202004861838	0.842465683576489	24	19	0.0005809330360468	0.0322823633817931	FR
K09023	Trt	AT	-2.29910513194573	0.546379601332005	24	24	0.0005914671090908	0.0327473456187136	FR
K08357	Trt	AT	3.26029896965142	0.77992077175117	24	23	0.0006277654603775	0.0343792570058227	FR
K01948	Trt	AT	2.79083611341822	0.667279928580661	24	24	0.0006249097677104	0.0343792570058227	FR
K02699	Trt	AN2	2.3005770425825	0.550183270663151	24	16	0.0006261695848671	0.0343792570058227	FR
K21344	Trt	AT	2.06687044008398	0.501900451255633	24	24	0.0006457085159248	0.0352342390548901	FR
K08798	Trt	AT	2.7178059748272	0.665239891809149	24	24	0.0006943361753189	0.0377514075177887	FR
K05282	Trt	FV1	4.12542355049083	0.999309865851502	24	18	0.0007024370348512	0.0380549669597711	FR
K02259	Trt	AT	3.28298646983008	0.797625997350597	24	14	0.0007214061246087	0.0389430484766455	FR
K16844	Trt	AT	2.56435909979845	0.625010210966714	24	23	0.0007420377920845	0.0399142392432693	FR
K21219	Trt	AT	-3.31749747916689	0.81989649093353	24	24	0.0007576604993351	0.0406100654164906	FR
K10960	Trt	AT	-2.74573816915175	0.671168651102264	24	24	0.0007614294748313	0.0406178085174488	FR
K02710	Trt	FV1	4.02989242442136	0.985323099933901	24	21	0.0007631794653625	0.0406178085174488	FR
K02636	Trt	FV2	1.26847412486567	0.3139980202253	24	24	0.0007686828423018	0.0407671619697961	FR
K02636	Trt	AN2	1.26630048299638	0.3139980202253	24	24	0.0007806220824208	0.0412556041111589	FR
K12237	Trt	FV2	3.20794627773175	0.787663491431411	24	23	0.0007920867201491	0.0417156472998426	FR
K08851	Trt	AT	-2.03541207147434	0.501199712198346	24	24	0.0008123246227858	0.0426329398382213	FR
K01561	Trt	AT	1.07715671302747	0.26585159960572	24	24	0.0008289478736769	0.0433548342928291	FR
K14446	Trt	AT	-4.40044088215573	1.10179357327976	24	19	0.0008513387762908	0.0443723641504699	FR
K18106	Trt	AT	2.6638493464068	0.661350665313566	24	24	0.0008728421288663	0.0453367999237615	FR
K11853	Trt	FV2	2.78951420973155	0.69364582262708	24	12	0.0008849622793468	0.0458089207271519	FR
K02613	Trt	AT	-1.46889004037244	0.36670543853182	24	24	0.0009159444863029	0.0472508563497225	FR
K06162	Trt	AT	3.81052480835209	0.95237028244645	24	22	0.0009250070300894	0.0475560587068083	FR
K15669	Trt	AT	-0.964145676441175	0.241092287355879	24	24	0.0009290699925744	0.0476030269076681	FR
K08306	Trt	FV1	2.22162866083981	0.556820398161155	24	24	0.000947828834919	0.0484001109452735	FR
K11204	Trt	AT	-2.26720805515287	0.570725547676468	24	24	0.0009841404534652	0.0500851277916757	FR
K11724	Trt	AN2	3.44695053813387	0.871493003031402	24	11	0.0010216978886181	0.0518220254579323	FR
K08906	Trt	AN1	2.43618318198018	0.617089977856517	24	16	0.0010381489141765	0.0523054027925927	FR
K04039	Trt	FV1	3.10720076791967	0.786969691071062	24	24	0.0010371290866366	0.0523054027925927	FR
K18081	Trt	FV1	3.18347911315586	0.809989396270112	24	20	0.0010785002157833	0.0541579095068637	FR
K19191	Trt	AN1	-1.79742659192785	0.457552719419298	24	24	0.0010830097337325	0.0542042785608212	FR
K12240	Trt	FV2	0.937482290480251	0.239458503191278	24	24	0.0011148005836333	0.0556112568370215	FR
K00885	Trt	AT	-2.42745280207697	0.621875684254263	24	24	0.0011431387485057	0.0567241465035328	FR
K02115	Trt	AN2	-0.143254796108476	0.0367052489681894	24	24	0.0011446155926945	0.0567241465035328	FR
K00246	Trt	AT	1.23070494194091	0.316451466865523	24	24	0.0011793070193844	0.0582523712352821	FR
K11869	Trt	FV2	2.14838151467449	0.553397568555691	24	8	0.0011971292610555	0.0587487298079713	FR
K05988	Trt	AN2	1.32399954133476	0.340997312390671	24	24	0.0011956737794515	0.0587487298079713	FR
K11175	Trt	AT	-0.187829325620244	0.0484052883917515	24	24	0.0012018641387756	0.0587902150731183	FR
K01661	Trt	AT	0.618437035548841	0.161338340144174	24	24	0.0012179528034878	0.0593850213700598	FR
K11481	Trt	FV2	2.11263103713642	0.545713569376362	24	7	0.0012256427715755	0.059567815087986	FR
K05555	Trt	AT	-1.38295850564993	0.358133097927283	24	24	0.0012518287689022	0.0606454866729421	FR
K18372	Trt	AT	-0.998027275332948	0.259201706068612	24	24	0.0012825793869893	0.06193670106819	FR
K18530	Trt	AT	-1.55940653500873	0.412297051955505	24	24	0.0013643293844242	0.0656746453680665	FR
K13704	Trt	AT	-3.70803088420666	0.970663423052924	24	17	0.0013697550591785	0.0657265006967731	FR
K06859	Trt	AT	-0.982735831548223	0.25740712337532	24	24	0.0013765292956841	0.0658425326084341	FR
K10764	Trt	AN2	1.58883311526244	0.416623127651275	24	11	0.0013892244842686	0.066240151671044	FR
K20862	Trt	AT	1.37599091717526	0.362972122015515	24	24	0.0014593967663832	0.069367239383277	FR
K13493	Trt	AN1	2.58128222681527	0.681353668574954	24	7	0.0014671423877572	0.0695167937020414	FR
K14084	Trt	AT	-0.998114464870078	0.263910020114606	24	24	0.0014877872823487	0.0702747024146902	FR
K02722	Trt	AN2	3.31641366930395	0.877511216152522	24	15	0.0014964863473621	0.0704653929606829	FR
K00366	Trt	AT	-1.09343377788897	0.290075796821811	24	24	0.001528883511431	0.071767311413912	FR
K08306	Trt	AN1	2.09458242982835	0.556820398161155	24	24	0.0015549700853015	0.0727658601836928	FR
K20784	Trt	FV1	2.99936068672491	0.798034954650053	24	12	0.0015659865594157	0.0730552063134863	FR
K13745	Trt	AT	-1.14296821371544	0.304376489021795	24	24	0.0015773141016329	0.0733572389113283	FR
K11753	Trt	AN2	-0.107347400555398	0.0286291979118185	24	24	0.0015963876038664	0.074016560222213	FR
K00121	Trt	FV1	1.7634794017734	0.470745051283912	24	24	0.0016083293877782	0.074342197847914	FR
K01436	Trt	AT	-0.363325805372114	0.0971676553727379	24	24	0.0016328958535179	0.0752476244692783	FR
K03715	Trt	AN2	1.34850625581773	0.362187186616024	24	24	0.0016903808014001	0.077659896088641	FR
K15920	Trt	FV1	2.2164230610968	0.595870091094697	24	24	0.0017036047260617	0.078030258892191	FR
K15890	Trt	FV2	2.79788780707852	0.752802399983091	24	16	0.0017147819512682	0.0783049220344984	FR
K00913	Trt	AN1	2.62494109091155	0.707599598037196	24	16	0.0017409993733125	0.0792626672518666	FR
K08850	Trt	FV2	3.7446601626719	1.01004380813473	24	19	0.0017494060665056	0.0794062243100071	FR
K05282	Trt	AN1	3.6995164034528	0.999309865851502	24	18	0.0017698556452221	0.0800939163997963	FR
K00028	Trt	AN1	2.56864510094729	0.696920566821801	24	12	0.0018338732638864	0.0827432668168444	FR
K02108	Trt	AN2	-0.116029086511516	0.0315801339807476	24	24	0.0018806121541834	0.0840989725162226	FR
K12237	Trt	AN2	2.89431480120656	0.787663491431412	24	23	0.0018788114421964	0.0840989725162226	FR
K02710	Trt	FV2	3.62041646563052	0.985323099933901	24	21	0.0018796809681564	0.0840989725162226	FR
K12433	Trt	AT	-2.82901144467271	0.77969592490455	24	22	0.0019220459452708	0.0856983022500548	FR
K07008	Trt	AT	2.39339141291577	0.654322327980514	24	5	0.0019483565111771	0.0866159078424773	FR
K00121	Trt	AN2	1.71693714912969	0.470745051283912	24	24	0.0019934599909259	0.0883611371344462	FR
K15226	Trt	AT	-1.97021774893506	0.540985319501566	24	24	0.002016836077693	0.0888760271554824	FR
K15870	Trt	AN1	-1.51246460544767	0.419276597721401	24	24	0.0020141347706671	0.0888760271554824	FR
K02696	Trt	FV1	3.03578914024708	0.835257514857428	24	13	0.0020492820084703	0.0895636553995639	FR
K18106	Trt	FV1	2.40212783270357	0.661350665313566	24	24	0.0020599875454198	0.0895636553995639	FR
K05308	Trt	FV1	1.47517302057696	0.409669373754667	24	24	0.0020431647875383	0.0895636553995639	FR
K13506	Trt	AN2	2.28813343497299	0.630046518472812	24	16	0.0020620676201818	0.0895636553995639	FR
K04039	Trt	FV2	2.85820371686802	0.786969691071062	24	24	0.0020610779796909	0.0895636553995639	FR
K02640	Trt	AN1	2.14901072590218	0.594519709081243	24	16	0.0021395349680656	0.0926620946771104	FR
K01835	Trt	AT	-0.186566151922972	0.0516544901381341	24	24	0.0021530060144571	0.0927142048675765	FR
K07142	Trt	AT	-1.09838468096662	0.304097410991567	24	24	0.0021523463065164	0.0927142048675765	FR
K15786	Trt	AT	2.92833584351715	0.814646492144074	24	5	0.0022349000186096	0.0959673686968334	FR
K00736	Trt	FV1	1.7871888179407	0.498342724777537	24	9	0.0022757435557659	0.0973159032052328	FR
K00066	Trt	FV1	1.04803666499514	0.292292997277327	24	24	0.0022791815901192	0.0973159032052328	FR
K15918	Trt	AT	2.34516130596037	0.654335648165664	24	24	0.0022867853878698	0.0973296794504511	FR
K00583	Trt	AT	-3.49054870016338	0.974376989907071	24	22	0.0022952131927116	0.0973296794504511	FR
K01113	Trt	AT	1.16082603597906	0.324106869939905	24	24	0.0022988220683963	0.0973296794504511	FR
K07406	Trt	FV1	0.634291394978102	0.177556315383418	24	24	0.0023455627410123	0.0987826505342998	FR
K08850	Trt	FV1	3.60809061235838	1.01004380813473	24	19	0.0023462104890382	0.0987826505342998	FR
K01965	Trt	AT	1.81607976872182	0.508901988671631	24	24	0.0023645490767547	0.0992782202643013	FR
K01803	Trt	AT	0.216068743562603	0.0611935160510653	24	24	0.0023870920992294	0.0999470833236921	FR
K13317	Trt	FV2	2.54916064610979	0.724693357078529	24	23	0.0024588792648207	0.1026683980325	FR
K08906	Trt	AN2	2.1887677069736	0.617089977856517	24	16	0.0024785651317006	0.103205267123016	FR
K03715	Trt	AN1	1.28264581402723	0.362187186616024	24	24	0.0025084719543918	0.104163608765473	FR
K17950	Trt	AT	-2.72618008085992	0.771050383152594	24	20	0.0025397830030421	0.105174849564336	FR
K08306	Trt	AN2	1.96461086822791	0.556820398161155	24	24	0.0025808977712142	0.106585436644545	FR
K07406	Trt	AN2	0.626123103921749	0.177556315383418	24	24	0.0025917316134835	0.106741208004914	FR
K20843	Trt	FV1	3.78249854093407	1.07316140952546	24	13	0.002601326199436	0.106845232349119	FR
K03185	Trt	AT	3.39163181443675	0.963740921741669	24	13	0.002631943577243	0.107809829729076	FR
K12237	Trt	FV1	2.77094364527702	0.787663491431411	24	23	0.0026394186162004	0.107823817253701	FR
K00472	Trt	FV1	3.11898283091919	0.887414143252267	24	16	0.0026580369452815	0.108291720830001	FR
K13317	Trt	FV1	2.52230327809051	0.724693357078529	24	23	0.0026697666390107	0.108477211689912	FR
K13923	Trt	AT	-1.53280352881876	0.437146250349575	24	24	0.0027063128751593	0.109667343453173	FR
K01665	Trt	AT	1.09954445266798	0.314195617900448	24	24	0.0027467013241509	0.11100639175011	FR
K01360	Trt	FV1	3.30679126551564	0.954988138261232	24	17	0.0027776898375993	0.111959418387502	FR
K00273	Trt	AT	-1.7412620072608	0.499639685135582	24	24	0.0028345237187504	0.113946345768385	FR
K12446	Trt	FV1	3.46666763545496	0.995698554903035	24	24	0.0028554388882454	0.114482649325809	FR
K11808	Trt	FV1	2.73673052675615	0.787042799974789	24	19	0.0028828726243693	0.115193342592981	FR
K12669	Trt	AN1	2.74657803408444	0.790075874399761	24	9	0.002888407333294	0.115193342592981	FR
K06166	Trt	AT	3.52390092425354	1.01516768703881	24	17	0.0029204908916166	0.116166367965227	FR
K02693	Trt	AN1	2.24118200224229	0.647146748138221	24	17	0.0029720492985203	0.117673143847733	FR
K11528	Trt	AN1	3.27213548970117	0.953456632084395	24	19	0.0029739425041239	0.117673143847733	FR
K06164	Trt	AT	2.61119091515446	0.754729961758085	24	21	0.0029940633495031	0.118159967435354	FR
K18983	Trt	AN2	1.04221446661447	0.301380123336973	24	24	0.0030046502513862	0.118268980598185	FR
K02299	Trt	AT	2.44621102651073	0.71408866142723	24	3	0.0030152642719188	0.11837849213001	FR
K00108	Trt	AT	1.85337182995729	0.537508845389584	24	24	0.0030708704642547	0.119938519553514	FR
K20448	Trt	FV2	1.16747351673136	0.338503670510844	24	24	0.0030652384701009	0.119938519553514	FR
K02703	Trt	FV1	2.39468147120538	0.695748495237893	24	24	0.00311238249661	0.121231399295764	FR
K11808	Trt	AN1	2.70801550116199	0.787042799974788	24	19	0.0031200141796925	0.121231399295764	FR
K02636	Trt	AN1	1.0694798522438	0.3139980202253	24	24	0.0031493193537773	0.122056312903447	FR
K10780	Trt	AT	-2.88796952724645	0.841889688867855	24	22	0.0031911246121185	0.123360226373842	FR
K15785	Trt	AT	1.78473116997051	0.521123677330569	24	24	0.0032298284465978	0.124537900434506	FR
K16870	Trt	AT	-1.59531330743857	0.470262298502176	24	24	0.003245744977316	0.12483316878405	FR
K05774	Trt	AT	2.6135643554418	0.764394585011551	24	13	0.0032695460244519	0.125111868758459	FR
K01001	Trt	AT	-3.10294908459758	0.907489900339047	24	20	0.0032685846875024	0.125111868758459	FR
K13020	Trt	AN2	0.922381993837444	0.269967255681088	24	24	0.003287190343888	0.125469399110779	FR
K02302	Trt	AT	-0.894884773369014	0.262022421499651	24	24	0.0032967796425031	0.125518449109408	FR
K16844	Trt	AN2	2.12255956725285	0.625010210966714	24	23	0.0034371102507008	0.130532465927996	FR
K16702	Trt	AT	0.894444306114934	0.265969461101047	24	24	0.003464203964821	0.131231686537019	FR
K00758	Trt	AT	-2.67470448939774	0.790115206993983	24	24	0.0035186181084719	0.132959781773883	FR
K03462	Trt	AT	-1.28711695844864	0.383936388467445	24	24	0.0035458816815273	0.133655864379765	FR
K14806	Trt	FV2	2.68387379141598	0.795525847132591	24	21	0.0036072327615941	0.135293605934232	FR
K02643	Trt	FV2	2.57821873699456	0.764143037651663	24	14	0.0036049722988936	0.135293605934232	FR
K18687	Trt	AT	1.84980129653675	0.54868799954091	24	24	0.0036259526060697	0.135659093170157	FR
K00500	Trt	AT	2.08854129709519	0.619903549456931	24	5	0.0036430738220963	0.135963113138236	FR
K01584	Trt	AT	2.85963351751475	0.859924180001934	24	22	0.0037637294348317	0.139859604629819	FR
K00121	Trt	AN1	1.57814772765455	0.470745051283912	24	24	0.0037769673440089	0.139859604629819	FR
K00028	Trt	FV1	2.33703995447359	0.696920566821801	24	12	0.0037693490897839	0.139859604629819	FR
K13071	Trt	FV1	2.47046629912128	0.737365322444856	24	10	0.0037937438238985	0.139859604629819	FR
K08907	Trt	FV1	3.19284983640084	0.952946191343295	24	12	0.003792865093035	0.139859604629819	FR
K10977	Trt	AT	-2.08497695353373	0.622681010899503	24	24	0.0038102610799239	0.140126754800608	FR
K09474	Trt	AT	0.932946683927653	0.279023911865827	24	24	0.0038498202297208	0.140895963128887	FR
K02723	Trt	AN1	2.70801494883994	0.809638343329569	24	16	0.0038405673043959	0.140895963128887	FR
K00204	Trt	AT	-2.34985942081629	0.703522902225601	24	18	0.0038788537159249	0.141615637478757	FR
K15503	Trt	AT	3.56413337152436	1.07039785103457	24	22	0.0039670480272523	0.14448658055884	FR
K16792	Trt	AT	-4.34756453273853	1.30704491960109	24	21	0.0039969245220892	0.145092898039308	FR
K20074	Trt	AN2	-0.213921193437569	0.064326095374075	24	24	0.0040028937136878	0.145092898039308	FR
K03856	Trt	AN2	0.489720076186906	0.148637387026232	24	24	0.0040278853870073	0.145649491924917	FR
K03331	Trt	AT	1.59965939006204	0.481770843199655	24	24	0.0040480247468357	0.14602838675041	FR
K14760	Trt	AT	1.44428808945383	0.436384660755095	24	24	0.0041427245182563	0.148382182685888	FR
K09613	Trt	FV1	2.31502499040574	0.699184794527803	24	6	0.004130506065203	0.148382182685888	FR
K19266	Trt	AT	-4.3027680231301	1.29982087542269	24	21	0.0041372627960443	0.148382182685888	FR
K11844	Trt	FV1	3.79918067365732	1.15032889501289	24	12	0.004205595449041	0.149570765205306	FR
K05933	Trt	AN1	2.83425160793726	0.857995863286394	24	18	0.0041997098472589	0.149570765205306	FR
K03715	Trt	FV1	1.1968025416007	0.362187186616024	24	24	0.0041903245383922	0.149570765205306	FR
K02723	Trt	AN2	2.67172565963177	0.809638343329569	24	16	0.0042310094744861	0.150121380767272	FR
K21362	Trt	AN1	2.54680398170496	0.773594317471488	24	8	0.0043021997956835	0.152241515480048	FR
K16179	Trt	AT	-0.973332841441273	0.29573500530289	24	24	0.0043109076166364	0.152241515480048	FR
K16126	Trt	AT	-1.58337290851857	0.486113693636124	24	24	0.0043753762786409	0.154158070982887	FR
K19004	Trt	AT	-3.12800219430431	0.952994562851923	24	21	0.004394933858426	0.154487035511882	FR
K05828	Trt	FV1	2.45628388779407	0.751739473071235	24	20	0.004537712208408	0.158400739099508	FR
K13421	Trt	FV1	2.95110455723229	0.903022053166128	24	11	0.0045321900735092	0.158400739099508	FR
K14127	Trt	AT	-0.666277196404957	0.203883220439961	24	24	0.0045331298273679	0.158400739099508	FR
K06989	Trt	AT	-0.768643996313195	0.235414738923845	24	24	0.004561296293193	0.158857127814775	FR
K18106	Trt	AN1	2.15600347952044	0.661350665313566	24	24	0.0046113639806856	0.160231647282904	FR
K14082	Trt	AT	-2.11026730055824	0.654209087188743	24	19	0.0046899849655689	0.162283782764113	FR
K00523	Trt	AT	-1.44165049945349	0.443460682604042	24	24	0.0047026329375244	0.162283782764113	FR
K01429	Trt	AT	-1.13113669337305	0.347862235924769	24	24	0.0046948272196185	0.162283782764113	FR
K00840	Trt	AT	-1.69121944410045	0.520871731195043	24	24	0.0047434278151119	0.163318704841498	FR
K00570	Trt	AN2	0.896344148883334	0.278588202958914	24	24	0.00477564077387	0.164054114311467	FR
K04789	Trt	AT	-1.23132735506014	0.379749754077318	24	24	0.0047889456011035	0.164138124173878	FR
K22395	Trt	FV1	3.23934049930411	1.00013566521421	24	16	0.0048259201401259	0.164658652185111	FR
K01047	Trt	AT	2.25010461169959	0.694488797071678	24	13	0.0048150908348688	0.164658652185111	FR
K13789	Trt	FV2	-0.117877498502112	0.0364532364703932	24	24	0.0048806855495736	0.166152166850914	FR
K16416	Trt	AT	1.7066736135638	0.532381223156697	24	24	0.0049003015401684	0.166445073662124	FR
K13001	Trt	AT	1.23316729672917	0.382453915672857	24	24	0.0049795261869216	0.168756812366189	FR
K15783	Trt	AT	3.19463174442818	0.993347984792015	24	12	0.0050696523361935	0.171044185405279	FR
K02699	Trt	AN1	1.76962800514327	0.550183270663151	24	16	0.0050651917888935	0.171044185405279	FR
K00568	Trt	AN1	0.467972710132882	0.145623973321219	24	24	0.005096524804629	0.171525735068211	FR
K21586	Trt	AT	1.4564908135043	0.453361212320767	24	24	0.0051066212888319	0.171525735068211	FR
K13007	Trt	AN2	1.0274859020294	0.32024969576176	24	24	0.0051536611956044	0.172721926766211	FR
K14759	Trt	AN1	2.85033740890411	0.890968389325269	24	10	0.0052572145339218	0.175802649735018	FR
K13657	Trt	AN1	2.030618428043	0.635218918135088	24	20	0.0052846945816827	0.176331475942903	FR
K01341	Trt	AT	-3.42433627466144	1.07216872965114	24	21	0.0053175547251048	0.176647999274636	FR
K16339	Trt	AT	-2.38489858232101	0.746607087276161	24	21	0.0053121279029368	0.176647999274636	FR
K08903	Trt	AN1	2.22777722959432	0.704323862906672	24	15	0.0053826032179964	0.178093378008086	FR
K13039	Trt	AT	-3.52090926258866	1.10442117285101	24	19	0.0053846294243926	0.178093378008086	FR
K19665	Trt	AT	-3.4408141748558	1.07993502142948	24	20	0.0054064722329575	0.178425388212126	FR
K05605	Trt	FV1	2.20489632373921	0.692788043650872	24	13	0.0054471859258089	0.178987424496962	FR
K22081	Trt	AT	-2.5759034745058	0.809337416076995	24	21	0.0054461404871844	0.178987424496962	FR
K17592	Trt	AT	-1.18705287993684	0.376410523390907	24	24	0.005494628982695	0.179297595302148	FR
K16846	Trt	AN2	2.23118866846386	0.702115231483501	24	23	0.0055040743777834	0.179297595302148	FR
