feature	metadata	value	coef	stderr	N	N.not.0	pval	qval	sType
K20279	Trt	AT	1.93991955201943	0.545015657344604	24	24	0.0024124364545692	0.0633297082886783	FL
K15226	Trt	FV2	-1.74036887010944	0.493707249105734	24	24	0.0024180837367573	0.0633491585987536	FL
K00892	Trt	AT	-2.41858675702864	0.686311332981241	24	24	0.0024238147317423	0.0633980248813001	FL
K04076	Trt	AT	-1.20180256105307	0.338029815162776	24	24	0.0024338221108633	0.0634774958511197	FL
K01858	Trt	AT	0.648793029896637	0.182492876670856	24	24	0.0024345942006313	0.0634774958511197	FL
K15986	Trt	AT	0.408376552215849	0.116043106353718	24	24	0.0024501105640493	0.0636795772589688	FL
K17744	Trt	AT	0.657891966189046	0.185190583970425	24	24	0.0024486634843409	0.0636795772589688	FL
K08799	Trt	FV1	-2.76995816887839	0.780285653255859	24	23	0.0024624326132485	0.0637976222073867	FL
K18067	Trt	AN1	0.764389923590275	0.21529276317192	24	24	0.0024595550301801	0.0637976222073867	FL
K02746	Trt	AT	1.19516498091344	0.340498441479628	24	24	0.0025003262194872	0.0643743564657796	FL
K19221	Trt	AT	0.476426492309777	0.135720766805473	24	24	0.0024986721265879	0.0643743564657796	FL
K00338	Trt	AT	0.41332597741185	0.116661297103744	24	24	0.0024999547999683	0.0643743564657796	FL
K15658	Trt	AT	-1.61988958462824	0.457224447541046	24	24	0.0025003942115062	0.0643743564657796	FL
K08814	Trt	AT	-3.50471300079985	0.989932093725688	24	23	0.0025141350136809	0.0646266680632725	FL
K01609	Trt	AT	0.453199695951538	0.129336032989684	24	24	0.0025338481204535	0.0646559810764367	FL
K18284	Trt	AT	-2.08070649895925	0.588248552146145	24	24	0.0025318028772069	0.0646559810764367	FL
K06167	Trt	AT	-0.49803786807849	0.140826235857323	24	24	0.0025349875507407	0.0646559810764367	FL
K00204	Trt	AT	-4.33165260999273	1.23608764963714	24	22	0.0025322923673788	0.0646559810764367	FL
K19353	Trt	AT	0.746632728841916	0.210952648758047	24	24	0.0025196584181976	0.0646559810764367	FL
K00022	Trt	AT	2.99475914233112	0.847306060453723	24	19	0.0025465267109747	0.0648494379813444	FL
K04118	Trt	AN2	1.65434144323351	0.46821914159682	24	24	0.0025530793871475	0.0649155068980154	FL
K01665	Trt	FV1	1.27181550545004	0.360450641974685	24	24	0.0025801290472797	0.0654004889882334	FL
K11694	Trt	AT	2.97397687629175	0.842697401242215	24	24	0.0025761480726954	0.0654004889882334	FL
K16396	Trt	AT	3.04393120879837	0.864042677777703	24	21	0.0026111443280416	0.0660095011182	FL
K09471	Trt	FV1	0.763389789444135	0.216705316264685	24	24	0.0026122052576653	0.0660095011182	FL
K01617	Trt	AT	1.26360859732984	0.362269077073464	24	24	0.0026255299601168	0.0662441405321782	FL
K01756	Trt	AN1	0.214012834871114	0.0608225483682301	24	24	0.002635330759394	0.0663892848756724	FL
K15553	Trt	AT	0.651240956375505	0.185135996632495	24	24	0.0026410948835496	0.0664324479911272	FL
K01523	Trt	AN1	0.563966087343042	0.161855722802595	24	24	0.0026469670893555	0.066478193362069	FL
K05296	Trt	AN2	1.13122351887814	0.321925669307369	24	24	0.0026624164594703	0.066662030435594	FL
K05988	Trt	AN2	0.80024656730852	0.227735354759773	24	24	0.0026623911596279	0.066662030435594	FL
K05577	Trt	FV1	-2.96012006032314	0.842721814774099	24	23	0.0026702615267044	0.0667192182492861	FL
K00265	Trt	AT	0.487012761401315	0.138666074351373	24	24	0.0026728369749866	0.0667192182492861	FL
K09778	Trt	AT	-2.67364898807959	0.761566531452349	24	24	0.0026809835238097	0.0668208659429795	FL
K00595	Trt	AT	-0.542965709027602	0.1546966466363	24	24	0.0026859235998137	0.0668424082502959	FL
K07968	Trt	AT	3.24313861571657	0.925089572460996	24	21	0.0027100108471561	0.0673396634747903	FL
K00193	Trt	FV1	1.7549641452513	0.501089190866991	24	24	0.0027304021087871	0.0677437134404067	FL
K01823	Trt	AT	-0.571382701047755	0.163183359056306	24	24	0.002735275068524	0.0677621013954587	FL
K18609	Trt	AN1	3.39637401242375	0.97966149117867	24	20	0.0027517225390936	0.0680667415401746	FL
K01599	Trt	AT	0.353478174570348	0.101064332799438	24	24	0.0027586231072626	0.06813466710709	FL
K01584	Trt	AT	-0.597300181244146	0.170853197550252	24	24	0.0027680365323596	0.0682643595950339	FL
K16876	Trt	FV1	-1.53710707716101	0.439905841978678	24	24	0.0027789308002863	0.068430127814859	FL
K00859	Trt	AT	-0.138292611367	0.0395919667200404	24	24	0.0027863305342087	0.0685094764033331	FL
K13698	Trt	AN1	2.93508229516026	0.841088485053793	24	19	0.00280647184278	0.0689014045233414	FL
K01696	Trt	AT	0.399392841188478	0.11452247225152	24	24	0.0028196497806362	0.0690182931379608	FL
K11423	Trt	AT	1.93219127885313	0.55401008683238	24	24	0.002818526778994	0.0690182931379608	FL
K00215	Trt	FV2	0.229467888035884	0.0658270895686488	24	24	0.0028291015178575	0.069146445443911	FL
K05823	Trt	AT	0.82238756854168	0.236153506981957	24	24	0.0028505895175805	0.0695381990131756	FL
K01622	Trt	AT	-2.40238082317103	0.69624243855408	24	24	0.0028536102399919	0.0695381990131756	FL
K01740	Trt	AT	0.324194105070541	0.0932526010363229	24	24	0.0028873543497728	0.0702560999054523	FL
K14634	Trt	AT	1.24180723325042	0.361269652613101	24	24	0.0029380616882063	0.0713840173134568	FL
K09789	Trt	FV2	-2.2322662682633	0.644077328706144	24	24	0.0029549632959493	0.0714769882796012	FL
K05367	Trt	AT	-0.811008681749223	0.233984323671542	24	24	0.0029533868743888	0.0714769882796012	FL
K10815	Trt	AN1	0.958763397330724	0.276589298232287	24	24	0.0029514809056588	0.0714769882796012	FL
K00514	Trt	AT	-2.69782194429908	0.785832351650522	24	23	0.0029659791011122	0.0715457996605519	FL
K07010	Trt	FV2	-0.394747101225292	0.113955981976497	24	24	0.002966533156657	0.0715457996605519	FL
K22086	Trt	FV2	1.1960982534447	0.345506527179676	24	24	0.0029804688419436	0.0717763421554708	FL
K16048	Trt	AT	1.37115200400766	0.396338236358528	24	24	0.0029954798879658	0.0720320676871563	FL
K17463	Trt	AN1	1.72079202442677	0.497698406457827	24	24	0.0030088181717459	0.0720796476486333	FL
K09595	Trt	FV1	-2.49606199315401	0.728521639869154	24	15	0.0030115169221197	0.0720796476486333	FL
K00484	Trt	AT	-1.84497494739877	0.538384038483319	24	24	0.003007023678811	0.0720796476486333	FL
K03405	Trt	AT	-1.51485930515636	0.442207639850233	24	24	0.0030150389199367	0.0720796476486333	FL
K00273	Trt	FV1	0.831341415079829	0.240562300244385	24	24	0.0030197487560191	0.0720871609879391	FL
K01517	Trt	AT	0.914339482098612	0.264848330948161	24	24	0.0030428147859402	0.0724269412038034	FL
K16698	Trt	AT	-0.615705472149212	0.17832061226331	24	24	0.0030396074818449	0.0724269412038034	FL
K01051	Trt	AT	0.566774389519376	0.165856115045991	24	24	0.0030717475475854	0.0730096518556534	FL
K03889	Trt	FV1	2.82259210747146	0.819356865231533	24	14	0.0030921611635979	0.0733884849247559	FL
K00887	Trt	AT	1.05776627098217	0.307134415230447	24	24	0.0030982121263164	0.0734258365196386	FL
K01730	Trt	AT	1.45958791131288	0.424080747938713	24	24	0.0031131191740447	0.0736726615502651	FL
K05826	Trt	FV1	2.36815464534977	0.68835529796643	24	21	0.0031229812871317	0.0737995577938921	FL
K11264	Trt	AT	0.685491570513861	0.201145261322913	24	24	0.0031358517243273	0.0739970766603858	FL
K00952	Trt	AT	-1.21083886452986	0.3555240418155	24	24	0.0031508690649164	0.0742446158974569	FL
K02230	Trt	AT	-1.08084858783573	0.317725362308336	24	24	0.0031785799655197	0.0747901168357581	FL
K13939	Trt	FV2	-2.21603537254611	0.645893296645477	24	24	0.0031868424958777	0.0748771016223419	FL
K18309	Trt	AT	-2.70631834181127	0.789114276621303	24	24	0.0031965015114957	0.0749140838107686	FL
K00169	Trt	AT	-0.56159903997972	0.165217695410342	24	24	0.0031975523577767	0.0749140838107686	FL
K05296	Trt	AN1	1.10364178571781	0.321925669307369	24	24	0.0032056113651829	0.074995758044222	FL
K11787	Trt	AT	-2.95444367078011	0.862958044362158	24	6	0.0032378873374633	0.0754280572952774	FL
K11787	Trt	FV2	-2.95444367078011	0.862958044362158	24	6	0.0032378873375533	0.0754280572952774	FL
K00273	Trt	FV2	0.823623472509601	0.240562300244385	24	24	0.0032370520896416	0.0754280572952774	FL
K20447	Trt	FV1	0.488253471919444	0.142699181464603	24	24	0.003252405045082	0.0756587840274406	FL
K00177	Trt	AT	-0.338593417662432	0.0999276865718352	24	24	0.0032746609134986	0.0760686104552091	FL
K01525	Trt	AT	0.523352660770764	0.153175076372475	24	24	0.0032868202020815	0.0762430711656813	FL
K19225	Trt	AT	0.529093929261277	0.156271918494734	24	24	0.0032939886902374	0.0763014329377028	FL
K02611	Trt	FV2	2.09119241380548	0.612633594111353	24	24	0.0033100189614106	0.0765646134938419	FL
K03472	Trt	FV1	1.21154408344144	0.355275983239906	24	24	0.0033337353636827	0.0766805890103742	FL
K13698	Trt	FV2	2.86928884276255	0.841088485053793	24	19	0.0033247240330469	0.0766805890103742	FL
K20279	Trt	AN1	1.85938556964873	0.545015657344604	24	24	0.0033231473808154	0.0766805890103742	FL
K17830	Trt	AT	-1.83379469627438	0.542395696223012	24	24	0.0033292441518925	0.0766805890103742	FL
K01518	Trt	AT	1.33599990342256	0.391852068007469	24	24	0.0033387865486369	0.0766892148426404	FL
K13698	Trt	AT	2.8667138413008	0.841088485053793	24	19	0.0033468307050239	0.0767260986790142	FL
K01085	Trt	AT	-0.743650098605719	0.218211332649079	24	24	0.0033497491862301	0.0767260986790142	FL
K06165	Trt	AN2	2.67096519278419	0.784211182727785	24	23	0.0033643621322988	0.0769533318963743	FL
K12111	Trt	FV2	0.835323841789749	0.247595336900738	24	24	0.0033824991326404	0.0772604258708962	FL
K00163	Trt	AN1	0.984039830054325	0.289236028571145	24	24	0.0033915658835884	0.0773597781513918	FL
K02564	Trt	AT	0.351115272262254	0.103261832017691	24	24	0.0034059904119622	0.0775161368437316	FL
K04518	Trt	AT	0.505688193511244	0.150039427344104	24	24	0.0034078740648982	0.0775161368437316	FL
K03844	Trt	AT	-1.60921360730702	0.477933141493966	24	24	0.0034331675469062	0.0779833071596443	FL
K14597	Trt	FV1	1.61957632673776	0.47743789863721	24	24	0.0034656083516043	0.0783204678319541	FL
K11645	Trt	AT	0.519155828993112	0.153048254958049	24	24	0.0034664974769747	0.0783204678319541	FL
K16040	Trt	AT	3.03003024664082	0.893281062904961	24	22	0.0034671133930487	0.0783204678319541	FL
K02567	Trt	FV1	0.77962624751858	0.229836833491767	24	24	0.0034666457188355	0.0783204678319541	FL
K02611	Trt	AN1	2.07703223544573	0.612633594111353	24	24	0.003479814133784	0.0784992459340562	FL
K12529	Trt	AN1	0.668684698678743	0.197278182329041	24	24	0.003485702150195	0.0785240594274713	FL
K15634	Trt	FV2	-0.437357240490362	0.129214604218931	24	24	0.0035222195178616	0.0791293151957959	FL
K05988	Trt	AN1	0.770859694639327	0.227735354759773	24	24	0.0035210223926029	0.0791293151957959	FL
K17103	Trt	AT	-0.252181111630577	0.074538557896632	24	24	0.0035337066693912	0.0792787816388738	FL
K00024	Trt	AT	0.555093958468788	0.165568224484011	24	24	0.0035440194813478	0.0794015293635318	FL
K15779	Trt	AN2	4.85337130086717	1.43548265972161	24	18	0.003550774590529	0.0794443428167474	FL
K04105	Trt	FV1	4.74636332108498	1.40610950158198	24	17	0.003593071235119	0.0802811556620611	FL
K00163	Trt	FV2	0.975696800332572	0.289236028571145	24	24	0.0036099794348638	0.0805038729454727	FL
K13990	Trt	AT	-0.416447374981259	0.123465341628116	24	24	0.0036128567370651	0.0805038729454727	FL
K09841	Trt	FV1	-1.23027697618284	0.368019928764637	24	24	0.0036208267916301	0.0805719937350545	FL
K00383	Trt	AT	0.706937287557777	0.209744173169469	24	24	0.0036325711486004	0.080723803302233	FL
K02851	Trt	AT	-0.495675263128759	0.147216079939017	24	24	0.0036600351421678	0.0812240545758486	FL
K06402	Trt	AT	-0.868861428491849	0.258126991585034	24	24	0.003667706385552	0.0812427661644641	FL
K00549	Trt	AT	0.613094122577531	0.182162982754781	24	24	0.0036707859590163	0.0812427661644641	FL
K08851	Trt	AT	-2.074956151328	0.622322733645564	24	24	0.0036915429157003	0.0813774770413929	FL
K00242	Trt	FV2	1.30220818004389	0.390455750021577	24	24	0.0036843246059917	0.0813774770413929	FL
K18290	Trt	AN1	-1.67824123304542	0.499075377623355	24	24	0.0036941508666003	0.0813774770413929	FL
K11481	Trt	FV2	-2.15558128392141	0.641088073702957	24	24	0.0036967207558437	0.0813774770413929	FL
K08068	Trt	AT	0.88371537690587	0.265211088742241	24	24	0.003708646089063	0.0815305574539334	FL
K13004	Trt	AT	0.854519353207509	0.254700557308504	24	24	0.0037562088814787	0.082465630061916	FL
K16430	Trt	AT	-3.61798188726522	1.08862066033388	24	22	0.0037803410037346	0.0828233552846411	FL
K00014	Trt	FV1	-0.112674783220971	0.0339056678089618	24	24	0.0037826032383046	0.0828233552846411	FL
K00381	Trt	AN1	0.945440588988345	0.284751995621184	24	24	0.0038074157013078	0.0832554900019306	FL
K17195	Trt	FV1	-1.68210937768281	0.502859942469633	24	24	0.003837550907213	0.0838027095583152	FL
K16291	Trt	FV2	0.544738342400435	0.162959522577002	24	24	0.0038566932452072	0.0839074198220379	FL
K07404	Trt	AT	0.679843665097968	0.205162438139706	24	24	0.0038628110954657	0.0839074198220379	FL
K12972	Trt	AT	0.429458472409945	0.128477095734636	24	24	0.0038575104814157	0.0839074198220379	FL
K12529	Trt	FV2	0.659361239190078	0.197278182329041	24	24	0.0038607912393058	0.0839074198220379	FL
K15666	Trt	AT	-2.83494927196801	0.848911492774739	24	24	0.0038840635950183	0.0840668787035073	FL
K01729	Trt	FV2	1.69341552438101	0.507088115372084	24	24	0.0038842426921689	0.0840668787035073	FL
K01199	Trt	AT	2.52408813118168	0.755865202744237	24	17	0.0038855301254425	0.0840668787035073	FL
K02591	Trt	FV1	0.699695179044993	0.209623971639806	24	24	0.0038979578648255	0.0841138276093923	FL
K01182	Trt	AT	0.340675995740108	0.102055851626171	24	24	0.0038957085216175	0.0841138276093923	FL
K21061	Trt	AN2	1.23516370508439	0.370211962033361	24	24	0.0039105263819473	0.0842741559315858	FL
K12234	Trt	AT	-0.837400008859524	0.251176204730652	24	24	0.0039313217160605	0.0846111235477588	FL
K01813	Trt	AT	0.408032263122514	0.122491713986555	24	24	0.0039552950299859	0.0850155157166039	FL
K00034	Trt	AT	0.353388847575254	0.106149153359087	24	24	0.0039718090544872	0.0852587283947516	FL
K16876	Trt	AN1	-1.46349083311277	0.439905841978678	24	24	0.0039919833932797	0.0853729664219564	FL
K01201	Trt	FV1	-0.401381049480989	0.120684405491254	24	24	0.0040002201785509	0.0853729664219564	FL
K22330	Trt	AT	3.85520672611281	1.16912302901632	24	24	0.0040031592182002	0.0853729664219564	FL
K00794	Trt	FV2	0.396515615167022	0.11918634261226	24	24	0.0039917501928738	0.0853729664219564	FL
K03342	Trt	AT	1.34805588924036	0.408709031595349	24	24	0.0039960394334912	0.0853729664219564	FL
K07540	Trt	AT	-2.01833227394781	0.608252903849601	24	24	0.0040666811992543	0.0866150281399631	FL
K01433	Trt	AT	0.554473889706154	0.167292145598816	24	24	0.0041005523468322	0.087223162760116	FL
K16149	Trt	AT	-1.73911416408396	0.529284824627485	24	24	0.0041082108742384	0.0872728734941855	FL
K16291	Trt	AT	0.539716262459754	0.162959522577002	24	24	0.0041222136248103	0.0874570549118884	FL
K03524	Trt	AT	-0.200615432885085	0.0606195771419463	24	24	0.0041449630704665	0.0877521371776464	FL
K00459	Trt	FV1	0.419304775939384	0.126708469494978	24	24	0.0041468235556509	0.0877521371776464	FL
K22011	Trt	AT	-2.56579820658076	0.782266843517057	24	24	0.0041613733758328	0.087946550726365	FL
K15498	Trt	AN1	1.20778727102482	0.366101743222554	24	24	0.0042387992001491	0.0887229835792994	FL
K13678	Trt	FV1	-0.8780120225083	0.266250307115262	24	24	0.0042512079484256	0.0887229835792994	FL
K04105	Trt	FV2	4.63982920005539	1.40610950158198	24	17	0.0042322551073461	0.0887229835792994	FL
K01093	Trt	AT	2.99700207417945	0.915424054644679	24	18	0.0042173426753658	0.0887229835792994	FL
K11782	Trt	AT	0.452492435130697	0.137219355285783	24	24	0.0042522112861786	0.0887229835792994	FL
K21304	Trt	AT	-1.01958656792441	0.311549530858204	24	24	0.0042291147871712	0.0887229835792994	FL
K11150	Trt	AT	-1.46696213825644	0.444725425265255	24	24	0.0042430895535139	0.0887229835792994	FL
K15658	Trt	AN1	-1.50965199099254	0.457224447541046	24	24	0.0042139240638388	0.0887229835792994	FL
K01496	Trt	AN1	0.428186338522984	0.130910260692639	24	24	0.0042458592793599	0.0887229835792994	FL
K01784	Trt	FV2	-0.144677810296734	0.0438702779599413	24	24	0.0042497309363162	0.0887229835792994	FL
K00273	Trt	AT	0.793110719616818	0.240562300244385	24	24	0.0042584665931641	0.0887405999083758	FL
K00068	Trt	AT	0.603842785156588	0.183523955599226	24	24	0.0043199070167976	0.0897927440753893	FL
K01627	Trt	FV1	0.390193374269144	0.119563831492186	24	24	0.0043153637615738	0.0897927440753893	FL
K16846	Trt	FV1	1.26170698523658	0.386808336770044	24	24	0.0043309256846629	0.0897941608450985	FL
K12502	Trt	AT	2.55854628679426	0.784326952710528	24	24	0.0043285275208911	0.0897941608450985	FL
K03621	Trt	AT	-0.621132889632668	0.188907360915225	24	24	0.0043408193886115	0.0898856540066033	FL
K01011	Trt	AT	0.687287227390076	0.209071934131372	24	24	0.004347433775667	0.0899090969999228	FL
K21220	Trt	FV2	-1.42252717480397	0.432820481015478	24	21	0.0043538063316855	0.0899274859441343	FL
K14681	Trt	AT	1.37911258707191	0.423506197516051	24	24	0.0043830040605293	0.0904166875379637	FL
K00371	Trt	AT	1.26923006381186	0.390037284302356	24	24	0.0044051922142818	0.0905807253919862	FL
K13919	Trt	AT	1.2066281122147	0.367650918484752	24	24	0.004397718361846	0.0905807253919862	FL
K01684	Trt	FV2	0.331507959009528	0.101039878427113	24	24	0.0044075255404149	0.0905807253919862	FL
K16129	Trt	FV2	-1.31378933614061	0.400654057525717	24	24	0.0044251533846244	0.0907156443848003	FL
K20455	Trt	AN1	1.03722243706883	0.316308440532529	24	24	0.0044247976828936	0.0907156443848003	FL
K09471	Trt	FV2	0.710229373149191	0.216705316264685	24	24	0.0044415661153809	0.0909384323249034	FL
K16876	Trt	FV2	-1.44140762911095	0.439905841978678	24	24	0.0044489300631374	0.0909756272262529	FL
K19801	Trt	AT	0.94171191344526	0.289867358630053	24	24	0.0044574880003597	0.0910371148267734	FL
K06446	Trt	AT	0.871774949895045	0.268553253322161	24	24	0.0044828750370387	0.0914417296112376	FL
K00743	Trt	AT	0.950549810918154	0.290477850068869	24	24	0.0044900181293105	0.0914736612679425	FL
K00844	Trt	AT	0.47510834971971	0.146523433931241	24	24	0.0045190443846896	0.0918368375575094	FL
K01929	Trt	AT	-0.121776812268982	0.0372424882668544	24	24	0.004514590375278	0.0918368375575094	FL
K08358	Trt	AT	-0.853762589364582	0.261225367916461	24	24	0.0045295773004987	0.0918998570971878	FL
K00918	Trt	FV1	-0.673727999515991	0.206164631182484	24	24	0.0045333527068064	0.0918998570971878	FL
K15923	Trt	AT	0.449536881201754	0.137803848855235	24	24	0.0045900364960899	0.0928194803155055	FL
K13942	Trt	AT	-4.17744765800226	1.29094224990069	24	23	0.0045849380971172	0.0928194803155055	FL
K03885	Trt	AT	0.977933218315072	0.299848801740441	24	24	0.0045972600551192	0.0928510651526541	FL
K00141	Trt	FV2	3.27304447801093	1.00437541335842	24	22	0.0046234554986701	0.0930364051266146	FL
K16845	Trt	FV1	1.67079639183469	0.512617293547327	24	24	0.0046178901429289	0.0930364051266146	FL
K03399	Trt	AN1	0.628830030203283	0.194508894730751	24	24	0.0046158947566437	0.0930364051266146	FL
K21061	Trt	AN1	1.20621202227106	0.370211962033361	24	24	0.0046296395771494	0.0930466777760418	FL
K00930	Trt	AT	0.368964112006326	0.11335194054036	24	24	0.0046610333787805	0.0934594289192864	FL
K09649	Trt	AN2	-2.70081461876932	0.836570098615055	24	15	0.0046615739546327	0.0934594289192864	FL
K21064	Trt	AT	0.498158876242689	0.154370391799246	24	24	0.0046759755301139	0.0935709945126369	FL
K03821	Trt	AT	-1.47928217418381	0.454703267667508	24	24	0.0046785497256318	0.0935709945126369	FL
K01122	Trt	AT	-1.48688974389754	0.457424107863132	24	21	0.0047060597826519	0.0940065535146059	FL
K18607	Trt	AN1	2.62837737025182	0.809294185385952	24	24	0.0047348642162045	0.0944668773062711	FL
K11180	Trt	AN1	0.725782827952934	0.223637219130985	24	24	0.0047592382721921	0.0947227034756682	FL
K15503	Trt	AN1	1.98287559025137	0.6109057711048	24	23	0.0047547461873281	0.0947227034756682	FL
K11181	Trt	AN1	0.79480817659059	0.24499949234059	24	24	0.0047719346358196	0.0947454334472665	FL
K00273	Trt	AN1	0.780493714656858	0.240562300244385	24	24	0.0047685018965651	0.0947454334472665	FL
K03594	Trt	AT	-0.939690751804517	0.289907839379052	24	24	0.0048005942722106	0.0951992092675386	FL
K17724	Trt	FV2	2.31620227892395	0.714893042161076	24	24	0.00481524959014	0.0953745087902137	FL
K00605	Trt	AT	-0.255959129051314	0.0791001326107592	24	24	0.0048573565122607	0.0960924569373657	FL
K16036	Trt	FV2	3.12628736150645	0.966602578812644	24	20	0.0048739468136081	0.0961886013756609	FL
K01501	Trt	AN2	0.427554459792069	0.132187120331316	24	24	0.0048722772690771	0.0961886013756609	FL
K00042	Trt	AT	0.477960765857514	0.149042246885313	24	24	0.004887977308267	0.0962883462915275	FL
K16845	Trt	FV2	1.65714193730693	0.512617293547327	24	24	0.0048907434427343	0.0962883462915275	FL
K00793	Trt	FV1	0.416387151253894	0.128888492265148	24	24	0.0049130013249025	0.0964948763214401	FL
K03605	Trt	AT	-1.20132627287193	0.374828717900494	24	24	0.0049082308216015	0.0964948763214401	FL
K17745	Trt	AT	2.40697208388051	0.745369097966439	24	23	0.0049274664165598	0.0966632167841892	FL
K01265	Trt	AT	-0.108989829668847	0.0340396128361293	24	24	0.0049423180371641	0.0968387285657014	FL
K09789	Trt	AT	-2.07478448063057	0.644077328706144	24	24	0.0050120983803543	0.0976677056454871	FL
K00667	Trt	AN2	-1.94186344041646	0.602956284653487	24	23	0.0050202722628701	0.0976677056454871	FL
K02813	Trt	AT	3.32824687688218	1.03350820184529	24	17	0.0050227781748927	0.0976677056454871	FL
K16131	Trt	AT	-1.48023844446223	0.459446351520742	24	24	0.0050071387676714	0.0976677056454871	FL
K00771	Trt	AT	2.75941755685718	0.856958662290735	24	24	0.0050263136319994	0.0976677056454871	FL
K13622	Trt	AT	-0.973147322729514	0.301926445136604	24	24	0.0049927132785266	0.0976677056454871	FL
K13787	Trt	AT	-0.808322989822468	0.253019708772872	24	24	0.005020598459802	0.0976677056454871	FL
K03335	Trt	AT	0.437180273972353	0.13587623211505	24	24	0.0050536969313632	0.0980835854134397	FL
K00010	Trt	AT	0.330701526360865	0.102808136116175	24	24	0.0050624373779577	0.0981370839225851	FL
K03532	Trt	AT	2.08112559805494	0.64743628214782	24	18	0.0050873088143207	0.098502791682244	FL
K10216	Trt	FV1	-1.21111697535239	0.376868430510635	24	24	0.0050958196924585	0.0985512299013213	FL
K06151	Trt	AN1	1.0998753599732	0.342490115756456	24	24	0.0051202947469353	0.0985596641428863	FL
K14136	Trt	AT	0.736332788741255	0.22928177416652	24	24	0.0051195469563082	0.0985596641428863	FL
K21479	Trt	FV1	-1.36911075885684	0.426271492679137	24	24	0.005115661797991	0.0985596641428863	FL
K00689	Trt	AT	1.23866575006213	0.385577507524552	24	24	0.0051083252478887	0.0985596641428863	FL
K14664	Trt	AT	0.945612490320883	0.294521178996307	24	24	0.005128349179221	0.0985989760131591	FL
K04783	Trt	FV2	1.27088938277256	0.399330345116932	24	24	0.0051564547330404	0.0987918897451676	FL
K12442	Trt	AT	-2.04941937184135	0.643904109492546	24	23	0.0051536166043156	0.0987918897451676	FL
K01818	Trt	AT	0.420368690972394	0.130990528328399	24	24	0.0051452001525593	0.0987918897451676	FL
K17836	Trt	AT	0.477212745688918	0.150058888366137	24	24	0.0051834995232628	0.0990933411104346	FL
K16793	Trt	AT	-3.37388988066902	1.06093769151114	24	24	0.0051842735776068	0.0990933411104346	FL
K07010	Trt	FV1	-0.364935088785744	0.113955981976497	24	24	0.0052202828369848	0.0995812582784332	FL
K17733	Trt	FV2	-0.839466392243957	0.264292660251387	24	24	0.0052280160596177	0.0995812582784332	FL
K08660	Trt	AT	1.92741713290182	0.601913890680039	24	24	0.005223362854932	0.0995812582784332	FL
K02107	Trt	AT	-0.773618561448634	0.243701775442862	24	24	0.0052490435890708	0.0998657945020444	FL
K12308	Trt	AT	0.363674447516424	0.114641830459163	24	24	0.0052742415424161	0.10022892386515	FL
K02527	Trt	FV1	0.46238146395132	0.144679605889861	24	24	0.0052940581246546	0.100489066255018	FL
K17465	Trt	FV1	-1.73929607943017	0.544368764905878	24	24	0.0053035174179266	0.100552237750286	FL
K15498	Trt	FV1	1.16919804746582	0.366101743222554	24	24	0.0053198259071537	0.1006287714848	FL
K01113	Trt	AT	1.69268688678599	0.534170581648785	24	24	0.0053143761245045	0.1006287714848	FL
K00302	Trt	AT	-0.576572685580789	0.180614333595042	24	24	0.0053353648890132	0.100806433386887	FL
K01212	Trt	AT	2.26155474812074	0.715518152170641	24	24	0.0054095782442706	0.101439752538738	FL
K13853	Trt	FV2	2.57816742075344	0.809561847914422	24	24	0.0054237696048042	0.101439752538738	FL
K03417	Trt	FV2	1.0639088788276	0.336527835244827	24	24	0.0054012048062149	0.101439752538738	FL
K14451	Trt	FV1	3.18457994017643	0.999908703907958	24	17	0.0054211426914422	0.101439752538738	FL
K15634	Trt	FV1	-0.411957875473849	0.129214604218931	24	24	0.0053828360425589	0.101439752538738	FL
K00244	Trt	AT	0.515737900757841	0.161948569789511	24	24	0.0054245526205166	0.101439752538738	FL
K00583	Trt	AT	-3.37485564049303	1.06800399843915	24	22	0.0054185797876414	0.101439752538738	FL
K00196	Trt	AT	-0.738451834125817	0.233693029177936	24	24	0.0054190907620954	0.101439752538738	FL
K06208	Trt	AT	0.596645638606482	0.18713458747034	24	24	0.0053810342478288	0.101439752538738	FL
K00793	Trt	FV2	0.410344778721813	0.128888492265148	24	24	0.0054345821329573	0.101511556925399	FL
K01001	Trt	AT	-3.68816610373811	1.16845296926379	24	24	0.0054605047031037	0.101879723698408	FL
K02611	Trt	AN2	1.94643612567788	0.612633594111353	24	24	0.0055117461048764	0.102609330642792	FL
K02224	Trt	AT	-0.433084145336144	0.136314829842933	24	24	0.0055126276860007	0.102609330642792	FL
K16178	Trt	AT	-1.68421383383238	0.534391839794133	24	24	0.0055183798553013	0.102609330642792	FL
K03798	Trt	AT	-0.0898272200801855	0.0282927984455337	24	24	0.0055384376903266	0.102865660386587	FL
K08967	Trt	AN1	1.45986693712973	0.463557337392082	24	24	0.0055472162476347	0.102912156630327	FL
K00645	Trt	AT	-0.248743658224134	0.0790404100523104	24	24	0.005574351471238	0.103010615410615	FL
K02858	Trt	AT	-1.31450369001817	0.41788327406543	24	24	0.005591735426326	0.103010615410615	FL
K00101	Trt	AT	0.99324414910558	0.313171632937448	24	24	0.0055784596843937	0.103010615410615	FL
K12556	Trt	AT	1.4206956307283	0.448160020946585	24	24	0.0055964913616376	0.103010615410615	FL
K21479	Trt	AN1	-1.35240643227853	0.426271492679137	24	24	0.0055655707587964	0.103010615410615	FL
